chat_id,officer,question,ai_response,date_time,tokens_used
CHAT0637,Officer99,IPC section for theft?,AI generated response,2026-07-08T12:17:00,810
CHAT0638,Officer28,How to file a missing person case?,AI generated response,2026-07-03T17:39:00,620
CHAT0639,Officer88,Evidence required in cybercrime?,AI generated response,2026-07-08T17:52:00,741
CHAT0640,Officer20,How to register an FIR?,AI generated response,2026-07-08T13:18:00,753
CHAT0641,Officer6,IPC section for theft?,AI generated response,2026-07-05T15:18:00,828
CHAT0642,Officer49,IPC section for theft?,AI generated response,2026-07-05T17:28:00,188
CHAT0643,Officer86,IPC section for theft?,AI generated response,2026-07-02T18:09:00,276
CHAT0644,Officer63,How to file a missing person case?,AI generated response,2026-07-02T15:43:00,957
CHAT0645,Officer62,Evidence required in cybercrime?,AI generated response,2026-07-01T18:37:00,875
CHAT0646,Officer7,What is the procedure for arrest?,AI generated response,2026-07-03T15:51:00,235
CHAT0647,Officer78,IPC section for theft?,AI generated response,2026-07-09T09:50:00,1092
CHAT0648,Officer12,How to file a missing person case?,AI generated response,2026-07-03T18:08:00,234
CHAT0649,Officer87,How to register an FIR?,AI generated response,2026-07-04T11:16:00,966
CHAT0650,Officer29,How to file a missing person case?,AI generated response,2026-07-07T13:48:00,226
CHAT0651,Officer67,Evidence required in cybercrime?,AI generated response,2026-07-06T12:50:00,237
CHAT0652,Officer55,What is the procedure for arrest?,AI generated response,2026-07-04T18:12:00,245
CHAT0653,Officer39,IPC section for theft?,AI generated response,2026-07-05T15:38:00,988
CHAT0654,Officer70,Evidence required in cybercrime?,AI generated response,2026-07-01T09:06:00,376
CHAT0655,Officer40,Evidence required in cybercrime?,AI generated response,2026-07-06T09:37:00,584
CHAT0656,Officer22,How to register an FIR?,AI generated response,2026-07-09T13:14:00,165
CHAT0657,Officer64,How to file a missing person case?,AI generated response,2026-07-02T13:26:00,1086
CHAT0658,Officer28,IPC section for theft?,AI generated response,2026-07-06T10:06:00,501
CHAT0659,Officer84,IPC section for theft?,AI generated response,2026-07-03T11:58:00,289
CHAT0660,Officer62,What is the procedure for arrest?,AI generated response,2026-07-02T17:08:00,398
CHAT0661,Officer37,Evidence required in cybercrime?,AI generated response,2026-07-05T16:03:00,540
CHAT0662,Officer32,IPC section for theft?,AI generated response,2026-07-01T12:43:00,439
CHAT0663,Officer81,How to register an FIR?,AI generated response,2026-07-05T16:35:00,151
CHAT0664,Officer16,What is the procedure for arrest?,AI generated response,2026-07-03T16:22:00,756
CHAT0665,Officer19,How to register an FIR?,AI generated response,2026-07-03T13:11:00,322
CHAT0666,Officer57,Evidence required in cybercrime?,AI generated response,2026-07-03T12:09:00,1068
CHAT0667,Officer14,How to register an FIR?,AI generated response,2026-07-09T14:39:00,487
CHAT0668,Officer56,What is the procedure for arrest?,AI generated response,2026-07-01T16:38:00,442
CHAT0669,Officer64,How to register an FIR?,AI generated response,2026-07-06T11:56:00,170
CHAT0670,Officer58,What is the procedure for arrest?,AI generated response,2026-07-07T14:47:00,838
CHAT0671,Officer54,How to file a missing person case?,AI generated response,2026-07-06T14:54:00,1187
CHAT0672,Officer92,Evidence required in cybercrime?,AI generated response,2026-07-05T10:22:00,886
CHAT0673,Officer51,What is the procedure for arrest?,AI generated response,2026-07-08T18:47:00,878
CHAT0674,Officer92,What is the procedure for arrest?,AI generated response,2026-07-05T09:10:00,500
CHAT0675,Officer61,Evidence required in cybercrime?,AI generated response,2026-07-03T14:37:00,221
CHAT0676,Officer50,How to register an FIR?,AI generated response,2026-07-08T13:33:00,858
CHAT0677,Officer81,How to file a missing person case?,AI generated response,2026-07-05T15:03:00,688
CHAT0678,Officer71,Evidence required in cybercrime?,AI generated response,2026-07-08T11:40:00,294
CHAT0679,Officer70,IPC section for theft?,AI generated response,2026-07-06T09:20:00,1048
CHAT0680,Officer22,Evidence required in cybercrime?,AI generated response,2026-07-06T10:22:00,825
CHAT0681,Officer98,How to register an FIR?,AI generated response,2026-07-08T18:55:00,598
CHAT0682,Officer1,How to file a missing person case?,AI generated response,2026-07-05T09:22:00,513
CHAT0683,Officer63,How to file a missing person case?,AI generated response,2026-07-05T11:14:00,1179
CHAT0684,Officer72,How to file a missing person case?,AI generated response,2026-07-07T10:25:00,1099
CHAT0685,Officer44,How to file a missing person case?,AI generated response,2026-07-08T12:05:00,639
CHAT0686,Officer63,What is the procedure for arrest?,AI generated response,2026-07-09T17:31:00,205
CHAT0687,Officer1,How to file a missing person case?,AI generated response,2026-07-04T16:02:00,571
CHAT0688,Officer68,IPC section for theft?,AI generated response,2026-07-09T17:45:00,280
CHAT0689,Officer53,How to file a missing person case?,AI generated response,2026-07-08T12:43:00,195
CHAT0690,Officer54,IPC section for theft?,AI generated response,2026-07-09T18:58:00,989
CHAT0691,Officer10,IPC section for theft?,AI generated response,2026-07-04T15:56:00,254
CHAT0692,Officer24,How to file a missing person case?,AI generated response,2026-07-07T17:39:00,1070
CHAT0693,Officer63,What is the procedure for arrest?,AI generated response,2026-07-02T13:05:00,988
CHAT0694,Officer51,How to register an FIR?,AI generated response,2026-07-09T18:43:00,590
CHAT0695,Officer19,Evidence required in cybercrime?,AI generated response,2026-07-09T13:50:00,1042
CHAT0696,Officer33,How to file a missing person case?,AI generated response,2026-07-03T10:30:00,790
CHAT0697,Officer15,IPC section for theft?,AI generated response,2026-07-02T10:42:00,233
CHAT0698,Officer32,Evidence required in cybercrime?,AI generated response,2026-07-05T09:08:00,934
CHAT0699,Officer85,Evidence required in cybercrime?,AI generated response,2026-07-06T17:12:00,1100
CHAT0700,Officer7,How to register an FIR?,AI generated response,2026-07-02T12:44:00,749
CHAT0701,Officer24,IPC section for theft?,AI generated response,2026-07-01T16:24:00,714
CHAT0702,Officer13,What is the procedure for arrest?,AI generated response,2026-07-05T17:43:00,1108
CHAT0703,Officer60,Evidence required in cybercrime?,AI generated response,2026-07-05T09:53:00,802
CHAT0704,Officer66,How to register an FIR?,AI generated response,2026-07-07T12:39:00,1042
CHAT0705,Officer9,Evidence required in cybercrime?,AI generated response,2026-07-07T11:59:00,495
CHAT0706,Officer24,How to file a missing person case?,AI generated response,2026-07-05T16:47:00,378
CHAT0707,Officer95,Evidence required in cybercrime?,AI generated response,2026-07-07T12:34:00,759
CHAT0708,Officer1,How to file a missing person case?,AI generated response,2026-07-09T13:54:00,827
CHAT0709,Officer25,Evidence required in cybercrime?,AI generated response,2026-07-08T10:30:00,674
CHAT0710,Officer87,What is the procedure for arrest?,AI generated response,2026-07-06T10:38:00,316
CHAT0711,Officer31,How to file a missing person case?,AI generated response,2026-07-08T17:38:00,1041
CHAT0712,Officer9,How to register an FIR?,AI generated response,2026-07-08T16:20:00,1035
CHAT0713,Officer14,IPC section for theft?,AI generated response,2026-07-09T09:14:00,709
CHAT0714,Officer63,IPC section for theft?,AI generated response,2026-07-08T16:34:00,759
CHAT0715,Officer89,Evidence required in cybercrime?,AI generated response,2026-07-06T17:28:00,1106
CHAT0716,Officer27,How to register an FIR?,AI generated response,2026-07-09T14:25:00,329
CHAT0717,Officer72,Evidence required in cybercrime?,AI generated response,2026-07-09T09:15:00,193
CHAT0718,Officer91,How to register an FIR?,AI generated response,2026-07-07T17:31:00,947
CHAT0719,Officer40,Evidence required in cybercrime?,AI generated response,2026-07-04T16:53:00,165
CHAT0720,Officer95,What is the procedure for arrest?,AI generated response,2026-07-05T13:22:00,822
CHAT0721,Officer76,IPC section for theft?,AI generated response,2026-07-08T16:51:00,196
CHAT0722,Officer78,How to file a missing person case?,AI generated response,2026-07-04T11:36:00,767
CHAT0723,Officer70,IPC section for theft?,AI generated response,2026-07-02T12:42:00,163
CHAT0724,Officer75,Evidence required in cybercrime?,AI generated response,2026-07-06T11:41:00,823
CHAT0725,Officer73,What is the procedure for arrest?,AI generated response,2026-07-08T14:19:00,833
CHAT0726,Officer40,Evidence required in cybercrime?,AI generated response,2026-07-01T11:23:00,797
CHAT0727,Officer26,Evidence required in cybercrime?,AI generated response,2026-07-05T10:58:00,1004
CHAT0728,Officer41,IPC section for theft?,AI generated response,2026-07-03T14:14:00,1037
CHAT0729,Officer33,How to register an FIR?,AI generated response,2026-07-03T13:00:00,898
CHAT0730,Officer69,What is the procedure for arrest?,AI generated response,2026-07-09T12:03:00,900
CHAT0731,Officer42,How to register an FIR?,AI generated response,2026-07-01T12:17:00,933
CHAT0732,Officer31,How to register an FIR?,AI generated response,2026-07-03T15:32:00,801
CHAT0733,Officer69,What is the procedure for arrest?,AI generated response,2026-07-02T15:34:00,300
CHAT0734,Officer64,What is the procedure for arrest?,AI generated response,2026-07-04T09:13:00,1127
CHAT0735,Officer5,How to file a missing person case?,AI generated response,2026-07-08T15:25:00,422
CHAT0736,Officer66,Evidence required in cybercrime?,AI generated response,2026-07-09T09:16:00,756
CHAT0737,Officer66,How to file a missing person case?,AI generated response,2026-07-03T16:51:00,464
CHAT0738,Officer87,How to register an FIR?,AI generated response,2026-07-08T09:00:00,568
CHAT0739,Officer22,Evidence required in cybercrime?,AI generated response,2026-07-04T18:24:00,1179
CHAT0740,Officer82,Evidence required in cybercrime?,AI generated response,2026-07-08T14:11:00,507
CHAT0741,Officer89,What is the procedure for arrest?,AI generated response,2026-07-07T18:14:00,590
CHAT0742,Officer98,IPC section for theft?,AI generated response,2026-07-03T10:00:00,727
CHAT0743,Officer64,IPC section for theft?,AI generated response,2026-07-09T10:03:00,548
CHAT0744,Officer92,IPC section for theft?,AI generated response,2026-07-03T14:47:00,718
CHAT0745,Officer31,Evidence required in cybercrime?,AI generated response,2026-07-05T11:57:00,1019
CHAT0746,Officer70,What is the procedure for arrest?,AI generated response,2026-07-09T09:47:00,851
CHAT0747,Officer65,How to register an FIR?,AI generated response,2026-07-01T16:36:00,348
CHAT0748,Officer2,How to register an FIR?,AI generated response,2026-07-09T13:23:00,592
CHAT0749,Officer69,What is the procedure for arrest?,AI generated response,2026-07-04T14:57:00,332
CHAT0750,Officer38,What is the procedure for arrest?,AI generated response,2026-07-04T18:50:00,1061
CHAT0751,Officer13,IPC section for theft?,AI generated response,2026-07-03T11:54:00,865
CHAT0752,Officer33,IPC section for theft?,AI generated response,2026-07-06T12:20:00,322
CHAT0753,Officer34,How to file a missing person case?,AI generated response,2026-07-04T16:18:00,1084
CHAT0754,Officer41,Evidence required in cybercrime?,AI generated response,2026-07-06T12:58:00,991
CHAT0755,Officer21,IPC section for theft?,AI generated response,2026-07-09T13:58:00,684
CHAT0756,Officer55,Evidence required in cybercrime?,AI generated response,2026-07-01T12:19:00,927
CHAT0757,Officer90,Evidence required in cybercrime?,AI generated response,2026-07-09T18:17:00,1125
CHAT0758,Officer10,How to register an FIR?,AI generated response,2026-07-01T17:58:00,414
CHAT0759,Officer2,How to file a missing person case?,AI generated response,2026-07-08T09:15:00,1047
CHAT0760,Officer35,IPC section for theft?,AI generated response,2026-07-06T13:39:00,629
CHAT0761,Officer68,What is the procedure for arrest?,AI generated response,2026-07-09T17:20:00,335
CHAT0762,Officer10,What is the procedure for arrest?,AI generated response,2026-07-01T13:09:00,1049
CHAT0763,Officer79,How to register an FIR?,AI generated response,2026-07-01T15:08:00,977
CHAT0764,Officer99,How to register an FIR?,AI generated response,2026-07-07T17:30:00,770
CHAT0765,Officer57,How to register an FIR?,AI generated response,2026-07-03T18:36:00,910
CHAT0766,Officer96,How to file a missing person case?,AI generated response,2026-07-08T10:27:00,1197
CHAT0767,Officer26,Evidence required in cybercrime?,AI generated response,2026-07-08T12:43:00,656
CHAT0768,Officer93,Evidence required in cybercrime?,AI generated response,2026-07-05T17:41:00,382
CHAT0769,Officer68,How to file a missing person case?,AI generated response,2026-07-01T12:19:00,1006
CHAT0770,Officer15,IPC section for theft?,AI generated response,2026-07-06T12:44:00,554
CHAT0771,Officer91,Evidence required in cybercrime?,AI generated response,2026-07-02T10:02:00,978
CHAT0772,Officer14,What is the procedure for arrest?,AI generated response,2026-07-02T16:51:00,1065
CHAT0773,Officer64,What is the procedure for arrest?,AI generated response,2026-07-07T09:20:00,703
CHAT0774,Officer5,How to file a missing person case?,AI generated response,2026-07-08T16:18:00,870
CHAT0775,Officer89,How to register an FIR?,AI generated response,2026-07-03T10:43:00,1199
CHAT0776,Officer98,IPC section for theft?,AI generated response,2026-07-06T13:17:00,299
CHAT0777,Officer37,Evidence required in cybercrime?,AI generated response,2026-07-08T16:51:00,1121
CHAT0778,Officer60,IPC section for theft?,AI generated response,2026-07-05T15:05:00,763
CHAT0779,Officer12,How to register an FIR?,AI generated response,2026-07-01T11:52:00,697
CHAT0780,Officer35,How to register an FIR?,AI generated response,2026-07-04T18:48:00,399
CHAT0781,Officer93,Evidence required in cybercrime?,AI generated response,2026-07-02T10:05:00,709
CHAT0782,Officer43,What is the procedure for arrest?,AI generated response,2026-07-02T10:33:00,796
CHAT0783,Officer79,Evidence required in cybercrime?,AI generated response,2026-07-05T15:31:00,928
CHAT0784,Officer45,IPC section for theft?,AI generated response,2026-07-09T15:29:00,437
CHAT0785,Officer98,IPC section for theft?,AI generated response,2026-07-06T15:15:00,472
CHAT0786,Officer47,What is the procedure for arrest?,AI generated response,2026-07-08T13:11:00,794
CHAT0787,Officer86,How to file a missing person case?,AI generated response,2026-07-04T14:31:00,392
CHAT0788,Officer15,Evidence required in cybercrime?,AI generated response,2026-07-01T11:38:00,297
CHAT0789,Officer55,IPC section for theft?,AI generated response,2026-07-09T13:34:00,1083
CHAT0790,Officer44,IPC section for theft?,AI generated response,2026-07-05T13:20:00,606
CHAT0791,Officer44,Evidence required in cybercrime?,AI generated response,2026-07-06T18:50:00,482
CHAT0792,Officer35,Evidence required in cybercrime?,AI generated response,2026-07-07T14:12:00,866
CHAT0793,Officer77,IPC section for theft?,AI generated response,2026-07-02T15:16:00,554
CHAT0794,Officer93,Evidence required in cybercrime?,AI generated response,2026-07-08T13:15:00,282
CHAT0795,Officer58,How to file a missing person case?,AI generated response,2026-07-01T18:11:00,504
CHAT0796,Officer65,What is the procedure for arrest?,AI generated response,2026-07-08T11:56:00,409
CHAT0797,Officer39,What is the procedure for arrest?,AI generated response,2026-07-09T09:29:00,1168
CHAT0798,Officer70,How to file a missing person case?,AI generated response,2026-07-04T13:30:00,474
CHAT0799,Officer10,IPC section for theft?,AI generated response,2026-07-05T13:36:00,417
CHAT0800,Officer43,IPC section for theft?,AI generated response,2026-07-09T11:35:00,940
CHAT0801,Officer78,IPC section for theft?,AI generated response,2026-07-06T11:18:00,375
CHAT0802,Officer82,What is the procedure for arrest?,AI generated response,2026-07-02T14:00:00,210
CHAT0803,Officer35,How to register an FIR?,AI generated response,2026-07-08T14:16:00,616
CHAT0804,Officer13,IPC section for theft?,AI generated response,2026-07-04T17:40:00,172
CHAT0805,Officer69,IPC section for theft?,AI generated response,2026-07-04T12:27:00,972
CHAT0806,Officer34,How to register an FIR?,AI generated response,2026-07-04T15:58:00,942
CHAT0807,Officer17,What is the procedure for arrest?,AI generated response,2026-07-08T12:39:00,778
CHAT0808,Officer43,How to register an FIR?,AI generated response,2026-07-04T17:15:00,957
CHAT0809,Officer28,How to file a missing person case?,AI generated response,2026-07-04T09:31:00,714
CHAT0810,Officer61,Evidence required in cybercrime?,AI generated response,2026-07-08T15:34:00,491
CHAT0811,Officer82,How to register an FIR?,AI generated response,2026-07-08T15:05:00,233
CHAT0812,Officer8,Evidence required in cybercrime?,AI generated response,2026-07-03T18:44:00,283
CHAT0813,Officer17,How to register an FIR?,AI generated response,2026-07-08T14:41:00,739
CHAT0814,Officer39,Evidence required in cybercrime?,AI generated response,2026-07-08T11:06:00,1197
CHAT0815,Officer45,How to register an FIR?,AI generated response,2026-07-06T16:40:00,261
CHAT0816,Officer96,What is the procedure for arrest?,AI generated response,2026-07-09T14:21:00,753
CHAT0817,Officer70,How to file a missing person case?,AI generated response,2026-07-02T12:45:00,711
CHAT0818,Officer46,What is the procedure for arrest?,AI generated response,2026-07-08T16:56:00,495
CHAT0819,Officer51,IPC section for theft?,AI generated response,2026-07-09T16:20:00,1196
CHAT0820,Officer12,What is the procedure for arrest?,AI generated response,2026-07-06T12:53:00,627
CHAT0821,Officer58,Evidence required in cybercrime?,AI generated response,2026-07-04T10:52:00,508
CHAT0822,Officer95,How to file a missing person case?,AI generated response,2026-07-05T10:54:00,491
CHAT0823,Officer25,Evidence required in cybercrime?,AI generated response,2026-07-08T14:46:00,746
CHAT0824,Officer91,What is the procedure for arrest?,AI generated response,2026-07-04T12:06:00,698
CHAT0825,Officer16,Evidence required in cybercrime?,AI generated response,2026-07-06T18:00:00,1053
CHAT0826,Officer73,How to file a missing person case?,AI generated response,2026-07-05T14:38:00,199
CHAT0827,Officer51,Evidence required in cybercrime?,AI generated response,2026-07-06T09:59:00,1091
CHAT0828,Officer50,How to file a missing person case?,AI generated response,2026-07-07T18:48:00,399
CHAT0829,Officer95,How to file a missing person case?,AI generated response,2026-07-08T10:13:00,354
CHAT0830,Officer36,How to register an FIR?,AI generated response,2026-07-06T16:47:00,355
CHAT0831,Officer56,IPC section for theft?,AI generated response,2026-07-02T14:31:00,700
CHAT0832,Officer43,How to register an FIR?,AI generated response,2026-07-04T12:22:00,494
CHAT0833,Officer57,How to file a missing person case?,AI generated response,2026-07-01T15:23:00,344
CHAT0834,Officer78,What is the procedure for arrest?,AI generated response,2026-07-05T12:04:00,971
CHAT0835,Officer42,Evidence required in cybercrime?,AI generated response,2026-07-01T12:07:00,361
CHAT0836,Officer56,IPC section for theft?,AI generated response,2026-07-05T13:31:00,199
CHAT0837,Officer82,Evidence required in cybercrime?,AI generated response,2026-07-04T11:02:00,978
CHAT0838,Officer33,IPC section for theft?,AI generated response,2026-07-07T18:29:00,228
CHAT0839,Officer82,How to file a missing person case?,AI generated response,2026-07-03T14:03:00,287
CHAT0840,Officer90,How to register an FIR?,AI generated response,2026-07-06T13:28:00,497
CHAT0841,Officer12,How to file a missing person case?,AI generated response,2026-07-02T18:04:00,604
CHAT0842,Officer21,What is the procedure for arrest?,AI generated response,2026-07-05T14:16:00,820
CHAT0843,Officer62,IPC section for theft?,AI generated response,2026-07-09T15:52:00,890
CHAT0844,Officer2,Evidence required in cybercrime?,AI generated response,2026-07-08T15:36:00,386
CHAT0845,Officer52,Evidence required in cybercrime?,AI generated response,2026-07-07T17:50:00,259
CHAT0846,Officer11,How to file a missing person case?,AI generated response,2026-07-03T17:58:00,1158
CHAT0847,Officer67,IPC section for theft?,AI generated response,2026-07-02T11:07:00,868
CHAT0848,Officer53,Evidence required in cybercrime?,AI generated response,2026-07-08T11:11:00,1037
CHAT0849,Officer22,How to file a missing person case?,AI generated response,2026-07-07T15:37:00,736
CHAT0850,Officer12,How to register an FIR?,AI generated response,2026-07-02T15:19:00,675
CHAT0851,Officer73,IPC section for theft?,AI generated response,2026-07-09T11:48:00,791
CHAT0852,Officer22,What is the procedure for arrest?,AI generated response,2026-07-08T18:09:00,683
CHAT0853,Officer92,What is the procedure for arrest?,AI generated response,2026-07-03T13:36:00,1028
CHAT0854,Officer18,IPC section for theft?,AI generated response,2026-07-05T09:40:00,1163
CHAT0855,Officer64,How to file a missing person case?,AI generated response,2026-07-07T17:49:00,503
CHAT0856,Officer66,Evidence required in cybercrime?,AI generated response,2026-07-08T13:33:00,834
CHAT0857,Officer26,How to register an FIR?,AI generated response,2026-07-06T15:36:00,1031
CHAT0858,Officer47,Evidence required in cybercrime?,AI generated response,2026-07-05T12:51:00,1165
CHAT0859,Officer86,Evidence required in cybercrime?,AI generated response,2026-07-03T10:55:00,1161
CHAT0860,Officer41,IPC section for theft?,AI generated response,2026-07-02T18:15:00,183
CHAT0861,Officer25,IPC section for theft?,AI generated response,2026-07-08T17:52:00,562
CHAT0862,Officer50,IPC section for theft?,AI generated response,2026-07-03T09:03:00,425
CHAT0863,Officer88,IPC section for theft?,AI generated response,2026-07-09T11:33:00,768
CHAT0864,Officer11,Evidence required in cybercrime?,AI generated response,2026-07-08T10:58:00,1160
CHAT0865,Officer14,How to file a missing person case?,AI generated response,2026-07-01T10:30:00,789
CHAT0866,Officer59,How to file a missing person case?,AI generated response,2026-07-06T14:59:00,1081
CHAT0867,Officer67,What is the procedure for arrest?,AI generated response,2026-07-01T17:46:00,846
CHAT0868,Officer22,IPC section for theft?,AI generated response,2026-07-02T12:17:00,885
CHAT0869,Officer96,How to file a missing person case?,AI generated response,2026-07-08T13:32:00,936
CHAT0870,Officer6,How to register an FIR?,AI generated response,2026-07-02T18:37:00,1177
CHAT0871,Officer51,How to register an FIR?,AI generated response,2026-07-04T13:42:00,420
CHAT0872,Officer55,How to file a missing person case?,AI generated response,2026-07-01T14:00:00,894
CHAT0873,Officer40,Evidence required in cybercrime?,AI generated response,2026-07-09T17:29:00,1009
CHAT0874,Officer45,What is the procedure for arrest?,AI generated response,2026-07-01T16:52:00,1013
CHAT0875,Officer41,What is the procedure for arrest?,AI generated response,2026-07-04T13:46:00,189
CHAT0876,Officer53,IPC section for theft?,AI generated response,2026-07-09T18:37:00,593
CHAT0877,Officer30,IPC section for theft?,AI generated response,2026-07-06T17:29:00,1093
CHAT0878,Officer46,How to register an FIR?,AI generated response,2026-07-09T10:03:00,621
CHAT0879,Officer79,How to register an FIR?,AI generated response,2026-07-06T17:21:00,498
CHAT0880,Officer74,How to file a missing person case?,AI generated response,2026-07-06T10:42:00,656
CHAT0881,Officer91,IPC section for theft?,AI generated response,2026-07-06T15:56:00,763
CHAT0882,Officer85,How to file a missing person case?,AI generated response,2026-07-08T16:22:00,200
CHAT0883,Officer4,Evidence required in cybercrime?,AI generated response,2026-07-05T15:10:00,564
CHAT0884,Officer21,What is the procedure for arrest?,AI generated response,2026-07-09T16:31:00,573
CHAT0885,Officer34,How to register an FIR?,AI generated response,2026-07-05T18:34:00,986
CHAT0886,Officer95,How to file a missing person case?,AI generated response,2026-07-01T10:32:00,1105
CHAT0887,Officer65,How to file a missing person case?,AI generated response,2026-07-06T14:14:00,1158
CHAT0888,Officer62,How to register an FIR?,AI generated response,2026-07-05T09:40:00,1085
CHAT0889,Officer70,How to file a missing person case?,AI generated response,2026-07-03T18:26:00,219
CHAT0890,Officer35,How to file a missing person case?,AI generated response,2026-07-05T12:20:00,1063
CHAT0891,Officer41,What is the procedure for arrest?,AI generated response,2026-07-08T17:50:00,1105
CHAT0892,Officer86,How to file a missing person case?,AI generated response,2026-07-02T12:27:00,658
CHAT0893,Officer26,Evidence required in cybercrime?,AI generated response,2026-07-09T17:53:00,351
CHAT0894,Officer7,How to register an FIR?,AI generated response,2026-07-04T13:58:00,246
CHAT0895,Officer73,Evidence required in cybercrime?,AI generated response,2026-07-05T12:05:00,813
CHAT0896,Officer27,IPC section for theft?,AI generated response,2026-07-04T13:22:00,885
CHAT0897,Officer51,Evidence required in cybercrime?,AI generated response,2026-07-03T10:32:00,876
CHAT0898,Officer82,How to register an FIR?,AI generated response,2026-07-08T14:46:00,481
CHAT0899,Officer3,IPC section for theft?,AI generated response,2026-07-02T11:52:00,392
CHAT0900,Officer51,How to file a missing person case?,AI generated response,2026-07-06T15:52:00,526
CHAT0901,Officer19,What is the procedure for arrest?,AI generated response,2026-07-04T18:20:00,580
CHAT0902,Officer27,Evidence required in cybercrime?,AI generated response,2026-07-08T16:47:00,339
CHAT0903,Officer76,Evidence required in cybercrime?,AI generated response,2026-07-06T13:56:00,494
CHAT0904,Officer63,What is the procedure for arrest?,AI generated response,2026-07-08T10:13:00,557
CHAT0905,Officer15,What is the procedure for arrest?,AI generated response,2026-07-07T15:06:00,764
CHAT0906,Officer58,How to file a missing person case?,AI generated response,2026-07-01T11:14:00,907
CHAT0907,Officer65,Evidence required in cybercrime?,AI generated response,2026-07-06T14:54:00,813
CHAT0908,Officer84,Evidence required in cybercrime?,AI generated response,2026-07-08T18:44:00,994
CHAT0909,Officer15,IPC section for theft?,AI generated response,2026-07-01T15:00:00,1164
CHAT0910,Officer74,What is the procedure for arrest?,AI generated response,2026-07-01T16:45:00,853
CHAT0911,Officer18,IPC section for theft?,AI generated response,2026-07-06T09:30:00,402
CHAT0912,Officer99,How to file a missing person case?,AI generated response,2026-07-03T11:02:00,866
CHAT0913,Officer60,How to file a missing person case?,AI generated response,2026-07-04T09:59:00,299
CHAT0914,Officer43,Evidence required in cybercrime?,AI generated response,2026-07-08T18:40:00,1123
CHAT0915,Officer13,How to register an FIR?,AI generated response,2026-07-05T17:18:00,637
CHAT0916,Officer46,How to file a missing person case?,AI generated response,2026-07-06T12:11:00,171
CHAT0917,Officer60,IPC section for theft?,AI generated response,2026-07-05T18:44:00,663
CHAT0918,Officer24,How to register an FIR?,AI generated response,2026-07-01T12:03:00,1071
CHAT0919,Officer82,How to file a missing person case?,AI generated response,2026-07-08T09:36:00,430
CHAT0920,Officer36,How to register an FIR?,AI generated response,2026-07-09T12:44:00,508
CHAT0921,Officer83,IPC section for theft?,AI generated response,2026-07-03T17:58:00,294
CHAT0922,Officer73,IPC section for theft?,AI generated response,2026-07-07T18:14:00,495
CHAT0923,Officer40,IPC section for theft?,AI generated response,2026-07-01T16:45:00,281
CHAT0924,Officer99,Evidence required in cybercrime?,AI generated response,2026-07-04T14:32:00,444
CHAT0925,Officer12,How to file a missing person case?,AI generated response,2026-07-08T11:52:00,547
CHAT0926,Officer32,Evidence required in cybercrime?,AI generated response,2026-07-02T09:38:00,1183
CHAT0927,Officer21,How to file a missing person case?,AI generated response,2026-07-08T10:20:00,1125
CHAT0928,Officer22,IPC section for theft?,AI generated response,2026-07-02T15:25:00,955
CHAT0929,Officer43,Evidence required in cybercrime?,AI generated response,2026-07-02T11:52:00,693
CHAT0930,Officer99,IPC section for theft?,AI generated response,2026-07-07T17:06:00,712
CHAT0931,Officer65,How to register an FIR?,AI generated response,2026-07-06T15:09:00,1022
CHAT0932,Officer13,Evidence required in cybercrime?,AI generated response,2026-07-09T13:54:00,544
CHAT0933,Officer46,How to file a missing person case?,AI generated response,2026-07-09T10:56:00,374
CHAT0934,Officer34,IPC section for theft?,AI generated response,2026-07-03T11:04:00,155
CHAT0935,Officer70,Evidence required in cybercrime?,AI generated response,2026-07-01T10:24:00,644
CHAT0936,Officer61,How to register an FIR?,AI generated response,2026-07-04T14:03:00,1041
CHAT0937,Officer60,IPC section for theft?,AI generated response,2026-07-01T11:52:00,1142
CHAT0938,Officer34,IPC section for theft?,AI generated response,2026-07-07T13:16:00,250
CHAT0939,Officer64,What is the procedure for arrest?,AI generated response,2026-07-01T15:22:00,414
CHAT0940,Officer69,How to register an FIR?,AI generated response,2026-07-05T11:21:00,959
CHAT0941,Officer86,IPC section for theft?,AI generated response,2026-07-06T16:26:00,444
CHAT0942,Officer73,IPC section for theft?,AI generated response,2026-07-09T18:21:00,289
CHAT0943,Officer93,How to register an FIR?,AI generated response,2026-07-07T10:23:00,192
CHAT0944,Officer16,What is the procedure for arrest?,AI generated response,2026-07-08T12:46:00,781
CHAT0945,Officer14,Evidence required in cybercrime?,AI generated response,2026-07-08T12:28:00,814
CHAT0946,Officer61,Evidence required in cybercrime?,AI generated response,2026-07-07T11:13:00,962
CHAT0947,Officer75,How to file a missing person case?,AI generated response,2026-07-08T11:00:00,1178
CHAT0948,Officer73,IPC section for theft?,AI generated response,2026-07-06T14:59:00,929
CHAT0949,Officer58,Evidence required in cybercrime?,AI generated response,2026-07-05T16:25:00,710
CHAT0950,Officer2,What is the procedure for arrest?,AI generated response,2026-07-08T10:32:00,1058
CHAT0951,Officer72,How to register an FIR?,AI generated response,2026-07-03T12:07:00,154
CHAT0952,Officer26,How to file a missing person case?,AI generated response,2026-07-06T12:12:00,456
CHAT0953,Officer36,How to register an FIR?,AI generated response,2026-07-08T12:27:00,471
CHAT0954,Officer75,IPC section for theft?,AI generated response,2026-07-09T16:26:00,746
